"inventory_id","film_id","store_id","last_update"
108,22,1,"2020-02-15 03:09:17-07"
109,22,1,"2020-02-15 03:09:17-07"
110,22,1,"2020-02-15 03:09:17-07"
111,22,1,"2020-02-15 03:09:17-07"
112,22,2,"2020-02-15 03:09:17-07"
113,22,2,"2020-02-15 03:09:17-07"
114,22,2,"2020-02-15 03:09:17-07"
115,23,1,"2020-02-15 03:09:17-07"
116,23,1,"2020-02-15 03:09:17-07"
117,23,1,"2020-02-15 03:09:17-07"
118,23,2,"2020-02-15 03:09:17-07"
119,23,2,"2020-02-15 03:09:17-07"
120,24,1,"2020-02-15 03:09:17-07"
121,24,1,"2020-02-15 03:09:17-07"
122,24,1,"2020-02-15 03:09:17-07"
123,24,1,"2020-02-15 03:09:17-07"
124,25,1,"2020-02-15 03:09:17-07"
125,25,1,"2020-02-15 03:09:17-07"
126,25,1,"2020-02-15 03:09:17-07"
127,25,1,"2020-02-15 03:09:17-07"
128,25,2,"2020-02-15 03:09:17-07"
129,25,2,"2020-02-15 03:09:17-07"
130,26,1,"2020-02-15 03:09:17-07"
131,26,1,"2020-02-15 03:09:17-07"
132,26,2,"2020-02-15 03:09:17-07"
133,26,2,"2020-02-15 03:09:17-07"
134,26,2,"2020-02-15 03:09:17-07"
135,27,1,"2020-02-15 03:09:17-07"
136,27,1,"2020-02-15 03:09:17-07"
137,27,1,"2020-02-15 03:09:17-07"
138,27,1,"2020-02-15 03:09:17-07"
139,28,1,"2020-02-15 03:09:17-07"
140,28,1,"2020-02-15 03:09:17-07"
141,28,1,"2020-02-15 03:09:17-07"
142,29,1,"2020-02-15 03:09:17-07"
143,29,1,"2020-02-15 03:09:17-07"
144,30,1,"2020-02-15 03:09:17-07"
145,30,1,"2020-02-15 03:09:17-07"
146,31,1,"2020-02-15 03:09:17-07"
147,31,1,"2020-02-15 03:09:17-07"
148,31,1,"2020-02-15 03:09:17-07"
149,31,1,"2020-02-15 03:09:17-07"
150,31,2,"2020-02-15 03:09:17-07"
151,31,2,"2020-02-15 03:09:17-07"
152,31,2,"2020-02-15 03:09:17-07"
153,31,2,"2020-02-15 03:09:17-07"
154,32,2,"2020-02-15 03:09:17-07"
155,32,2,"2020-02-15 03:09:17-07"
156,34,2,"2020-02-15 03:09:17-07"
157,34,2,"2020-02-15 03:09:17-07"
158,34,2,"2020-02-15 03:09:17-07"
159,34,2,"2020-02-15 03:09:17-07"
160,35,1,"2020-02-15 03:09:17-07"
161,35,1,"2020-02-15 03:09:17-07"
162,35,1,"2020-02-15 03:09:17-07"
163,35,1,"2020-02-15 03:09:17-07"
164,35,2,"2020-02-15 03:09:17-07"
165,35,2,"2020-02-15 03:09:17-07"
166,35,2,"2020-02-15 03:09:17-07"
167,37,1,"2020-02-15 03:09:17-07"
168,37,1,"2020-02-15 03:09:17-07"
169,37,1,"2020-02-15 03:09:17-07"
170,37,1,"2020-02-15 03:09:17-07"
171,37,2,"2020-02-15 03:09:17-07"
172,37,2,"2020-02-15 03:09:17-07"
173,37,2,"2020-02-15 03:09:17-07"
174,39,1,"2020-02-15 03:09:17-07"
175,39,1,"2020-02-15 03:09:17-07"
176,39,1,"2020-02-15 03:09:17-07"
177,39,2,"2020-02-15 03:09:17-07"
178,39,2,"2020-02-15 03:09:17-07"
179,39,2,"2020-02-15 03:09:17-07"
180,39,2,"2020-02-15 03:09:17-07"
181,40,2,"2020-02-15 03:09:17-07"
182,40,2,"2020-02-15 03:09:17-07"
183,40,2,"2020-02-15 03:09:17-07"
184,40,2,"2020-02-15 03:09:17-07"
185,42,2,"2020-02-15 03:09:17-07"
186,42,2,"2020-02-15 03:09:17-07"
187,42,2,"2020-02-15 03:09:17-07"
188,42,2,"2020-02-15 03:09:17-07"
189,43,1,"2020-02-15 03:09:17-07"
190,43,1,"2020-02-15 03:09:17-07"
191,43,1,"2020-02-15 03:09:17-07"
192,43,2,"2020-02-15 03:09:17-07"
193,43,2,"2020-02-15 03:09:17-07"
194,43,2,"2020-02-15 03:09:17-07"
195,43,2,"2020-02-15 03:09:17-07"
196,44,1,"2020-02-15 03:09:17-07"
197,44,1,"2020-02-15 03:09:17-07"
198,44,2,"2020-02-15 03:09:17-07"
199,44,2,"2020-02-15 03:09:17-07"
200,44,2,"2020-02-15 03:09:17-07"
201,45,1,"2020-02-15 03:09:17-07"
202,45,1,"2020-02-15 03:09:17-07"
203,45,1,"2020-02-15 03:09:17-07"
204,45,1,"2020-02-15 03:09:17-07"
205,45,2,"2020-02-15 03:09:17-07"
206,45,2,"2020-02-15 03:09:17-07"
207,46,2,"2020-02-15 03:09:17-07"
208,46,2,"2020-02-15 03:09:17-07"
209,46,2,"2020-02-15 03:09:17-07"
210,47,2,"2020-02-15 03:09:17-07"
211,47,2,"2020-02-15 03:09:17-07"
212,48,1,"2020-02-15 03:09:17-07"
213,48,1,"2020-02-15 03:09:17-07"
214,48,2,"2020-02-15 03:09:17-07"
215,48,2,"2020-02-15 03:09:17-07"
216,49,1,"2020-02-15 03:09:17-07"
217,49,1,"2020-02-15 03:09:17-07"
218,49,1,"2020-02-15 03:09:17-07"
219,49,2,"2020-02-15 03:09:17-07"
220,49,2,"2020-02-15 03:09:17-07"
221,49,2,"2020-02-15 03:09:17-07"
222,50,1,"2020-02-15 03:09:17-07"
223,50,1,"2020-02-15 03:09:17-07"
224,50,1,"2020-02-15 03:09:17-07"
225,50,2,"2020-02-15 03:09:17-07"
226,50,2,"2020-02-15 03:09:17-07"
227,51,1,"2020-02-15 03:09:17-07"
228,51,1,"2020-02-15 03:09:17-07"
229,51,2,"2020-02-15 03:09:17-07"
230,51,2,"2020-02-15 03:09:17-07"
231,51,2,"2020-02-15 03:09:17-07"
232,51,2,"2020-02-15 03:09:17-07"
233,52,2,"2020-02-15 03:09:17-07"
234,52,2,"2020-02-15 03:09:17-07"
235,53,1,"2020-02-15 03:09:17-07"
236,53,1,"2020-02-15 03:09:17-07"
237,54,1,"2020-02-15 03:09:17-07"
238,54,1,"2020-02-15 03:09:17-07"
239,54,1,"2020-02-15 03:09:17-07"
240,54,2,"2020-02-15 03:09:17-07"
241,54,2,"2020-02-15 03:09:17-07"
242,55,1,"2020-02-15 03:09:17-07"
243,55,1,"2020-02-15 03:09:17-07"
244,55,1,"2020-02-15 03:09:17-07"
245,55,1,"2020-02-15 03:09:17-07"
246,55,2,"2020-02-15 03:09:17-07"
247,55,2,"2020-02-15 03:09:17-07"
248,56,1,"2020-02-15 03:09:17-07"
249,56,1,"2020-02-15 03:09:17-07"
250,56,1,"2020-02-15 03:09:17-07"
251,56,2,"2020-02-15 03:09:17-07"
252,56,2,"2020-02-15 03:09:17-07"
253,57,1,"2020-02-15 03:09:17-07"
254,57,1,"2020-02-15 03:09:17-07"
255,57,1,"2020-02-15 03:09:17-07"
256,57,1,"2020-02-15 03:09:17-07"
257,57,2,"2020-02-15 03:09:17-07"
258,57,2,"2020-02-15 03:09:17-07"
259,57,2,"2020-02-15 03:09:17-07"
260,58,2,"2020-02-15 03:09:17-07"
261,58,2,"2020-02-15 03:09:17-07"
262,58,2,"2020-02-15 03:09:17-07"
263,58,2,"2020-02-15 03:09:17-07"
264,59,1,"2020-02-15 03:09:17-07"
265,59,1,"2020-02-15 03:09:17-07"
266,59,1,"2020-02-15 03:09:17-07"
267,59,2,"2020-02-15 03:09:17-07"
268,59,2,"2020-02-15 03:09:17-07"
269,60,1,"2020-02-15 03:09:17-07"
270,60,1,"2020-02-15 03:09:17-07"
271,60,1,"2020-02-15 03:09:17-07"
272,61,1,"2020-02-15 03:09:17-07"
273,61,1,"2020-02-15 03:09:17-07"
274,61,1,"2020-02-15 03:09:17-07"
275,61,1,"2020-02-15 03:09:17-07"
276,61,2,"2020-02-15 03:09:17-07"
277,61,2,"2020-02-15 03:09:17-07"
278,62,2,"2020-02-15 03:09:17-07"
279,62,2,"2020-02-15 03:09:17-07"
280,63,1,"2020-02-15 03:09:17-07"
281,63,1,"2020-02-15 03:09:17-07"
282,63,2,"2020-02-15 03:09:17-07"
283,63,2,"2020-02-15 03:09:17-07"
284,64,2,"2020-02-15 03:09:17-07"
285,64,2,"2020-02-15 03:09:17-07"
286,64,2,"2020-02-15 03:09:17-07"
287,65,2,"2020-02-15 03:09:17-07"
288,65,2,"2020-02-15 03:09:17-07"
289,65,2,"2020-02-15 03:09:17-07"
290,65,2,"2020-02-15 03:09:17-07"
291,66,1,"2020-02-15 03:09:17-07"
292,66,1,"2020-02-15 03:09:17-07"
293,66,1,"2020-02-15 03:09:17-07"
294,67,1,"2020-02-15 03:09:17-07"
295,67,1,"2020-02-15 03:09:17-07"
296,67,2,"2020-02-15 03:09:17-07"
297,67,2,"2020-02-15 03:09:17-07"
298,67,2,"2020-02-15 03:09:17-07"
299,67,2,"2020-02-15 03:09:17-07"
300,68,1,"2020-02-15 03:09:17-07"
301,68,1,"2020-02-15 03:09:17-07"
302,68,2,"2020-02-15 03:09:17-07"
303,68,2,"2020-02-15 03:09:17-07"
304,69,1,"2020-02-15 03:09:17-07"
305,69,1,"2020-02-15 03:09:17-07"
306,69,1,"2020-02-15 03:09:17-07"
307,69,1,"2020-02-15 03:09:17-07"
308,69,2,"2020-02-15 03:09:17-07"
309,69,2,"2020-02-15 03:09:17-07"
310,69,2,"2020-02-15 03:09:17-07"
311,69,2,"2020-02-15 03:09:17-07"
312,70,1,"2020-02-15 03:09:17-07"
313,70,1,"2020-02-15 03:09:17-07"
314,70,2,"2020-02-15 03:09:17-07"
315,70,2,"2020-02-15 03:09:17-07"
316,71,2,"2020-02-15 03:09:17-07"
317,71,2,"2020-02-15 03:09:17-07"
318,71,2,"2020-02-15 03:09:17-07"
319,71,2,"2020-02-15 03:09:17-07"
320,72,1,"2020-02-15 03:09:17-07"
321,72,1,"2020-02-15 03:09:17-07"
322,72,1,"2020-02-15 03:09:17-07"
323,72,1,"2020-02-15 03:09:17-07"
324,72,2,"2020-02-15 03:09:17-07"
325,72,2,"2020-02-15 03:09:17-07"
326,73,1,"2020-02-15 03:09:17-07"
327,73,1,"2020-02-15 03:09:17-07"
328,73,1,"2020-02-15 03:09:17-07"
329,73,1,"2020-02-15 03:09:17-07"
330,73,2,"2020-02-15 03:09:17-07"
331,73,2,"2020-02-15 03:09:17-07"
332,73,2,"2020-02-15 03:09:17-07"
333,73,2,"2020-02-15 03:09:17-07"
334,74,1,"2020-02-15 03:09:17-07"
335,74,1,"2020-02-15 03:09:17-07"
336,74,1,"2020-02-15 03:09:17-07"
337,74,2,"2020-02-15 03:09:17-07"
338,74,2,"2020-02-15 03:09:17-07"
339,75,2,"2020-02-15 03:09:17-07"
340,75,2,"2020-02-15 03:09:17-07"
341,75,2,"2020-02-15 03:09:17-07"
342,76,1,"2020-02-15 03:09:17-07"
343,76,1,"2020-02-15 03:09:17-07"
344,76,1,"2020-02-15 03:09:17-07"
345,77,1,"2020-02-15 03:09:17-07"
346,77,1,"2020-02-15 03:09:17-07"
347,77,1,"2020-02-15 03:09:17-07"
348,77,1,"2020-02-15 03:09:17-07"
349,77,2,"2020-02-15 03:09:17-07"
350,77,2,"2020-02-15 03:09:17-07"
351,78,1,"2020-02-15 03:09:17-07"
352,78,1,"2020-02-15 03:09:17-07"
353,78,1,"2020-02-15 03:09:17-07"
354,78,2,"2020-02-15 03:09:17-07"
355,78,2,"2020-02-15 03:09:17-07"
356,78,2,"2020-02-15 03:09:17-07"
357,78,2,"2020-02-15 03:09:17-07"
358,79,1,"2020-02-15 03:09:17-07"
359,79,1,"2020-02-15 03:09:17-07"
360,79,1,"2020-02-15 03:09:17-07"
361,79,2,"2020-02-15 03:09:17-07"
362,79,2,"2020-02-15 03:09:17-07"
363,79,2,"2020-02-15 03:09:17-07"
364,80,1,"2020-02-15 03:09:17-07"
365,80,1,"2020-02-15 03:09:17-07"
366,80,1,"2020-02-15 03:09:17-07"
367,80,1,"2020-02-15 03:09:17-07"
368,81,1,"2020-02-15 03:09:17-07"
369,81,1,"2020-02-15 03:09:17-07"
370,81,1,"2020-02-15 03:09:17-07"
371,81,1,"2020-02-15 03:09:17-07"
372,82,1,"2020-02-15 03:09:17-07"
373,82,1,"2020-02-15 03:09:17-07"
374,83,1,"2020-02-15 03:09:17-07"
375,83,1,"2020-02-15 03:09:17-07"
376,83,1,"2020-02-15 03:09:17-07"
377,83,2,"2020-02-15 03:09:17-07"
378,83,2,"2020-02-15 03:09:17-07"
379,84,1,"2020-02-15 03:09:17-07"
380,84,1,"2020-02-15 03:09:17-07"
381,84,1,"2020-02-15 03:09:17-07"
382,84,1,"2020-02-15 03:09:17-07"
383,85,2,"2020-02-15 03:09:17-07"
384,85,2,"2020-02-15 03:09:17-07"
385,85,2,"2020-02-15 03:09:17-07"
386,85,2,"2020-02-15 03:09:17-07"
387,86,1,"2020-02-15 03:09:17-07"
388,86,1,"2020-02-15 03:09:17-07"
389,86,1,"2020-02-15 03:09:17-07"
390,86,1,"2020-02-15 03:09:17-07"
391,86,2,"2020-02-15 03:09:17-07"
392,86,2,"2020-02-15 03:09:17-07"
393,86,2,"2020-02-15 03:09:17-07"
394,86,2,"2020-02-15 03:09:17-07"
395,88,2,"2020-02-15 03:09:17-07"
396,88,2,"2020-02-15 03:09:17-07"
397,88,2,"2020-02-15 03:09:17-07"
398,88,2,"2020-02-15 03:09:17-07"
399,89,1,"2020-02-15 03:09:17-07"
400,89,1,"2020-02-15 03:09:17-07"
401,89,1,"2020-02-15 03:09:17-07"
402,89,2,"2020-02-15 03:09:17-07"
403,89,2,"2020-02-15 03:09:17-07"
404,89,2,"2020-02-15 03:09:17-07"
405,90,1,"2020-02-15 03:09:17-07"
406,90,1,"2020-02-15 03:09:17-07"
407,90,1,"2020-02-15 03:09:17-07"
408,90,2,"2020-02-15 03:09:17-07"
409,90,2,"2020-02-15 03:09:17-07"
410,90,2,"2020-02-15 03:09:17-07"
411,91,1,"2020-02-15 03:09:17-07"
412,91,1,"2020-02-15 03:09:17-07"
413,91,1,"2020-02-15 03:09:17-07"
414,91,1,"2020-02-15 03:09:17-07"
415,91,2,"2020-02-15 03:09:17-07"
416,91,2,"2020-02-15 03:09:17-07"
417,91,2,"2020-02-15 03:09:17-07"
418,91,2,"2020-02-15 03:09:17-07"
419,92,1,"2020-02-15 03:09:17-07"
420,92,1,"2020-02-15 03:09:17-07"
421,92,2,"2020-02-15 03:09:17-07"
422,92,2,"2020-02-15 03:09:17-07"
423,93,2,"2020-02-15 03:09:17-07"
424,93,2,"2020-02-15 03:09:17-07"
425,93,2,"2020-02-15 03:09:17-07"
426,94,1,"2020-02-15 03:09:17-07"
427,94,1,"2020-02-15 03:09:17-07"
428,95,1,"2020-02-15 03:09:17-07"
429,95,1,"2020-02-15 03:09:17-07"
430,95,2,"2020-02-15 03:09:17-07"
431,95,2,"2020-02-15 03:09:17-07"
432,95,2,"2020-02-15 03:09:17-07"
433,96,1,"2020-02-15 03:09:17-07"
434,96,1,"2020-02-15 03:09:17-07"
435,96,1,"2020-02-15 03:09:17-07"
436,97,1,"2020-02-15 03:09:17-07"
437,97,1,"2020-02-15 03:09:17-07"
438,97,1,"2020-02-15 03:09:17-07"
439,97,1,"2020-02-15 03:09:17-07"
440,97,2,"2020-02-15 03:09:17-07"
441,97,2,"2020-02-15 03:09:17-07"
442,98,1,"2020-02-15 03:09:17-07"
443,98,1,"2020-02-15 03:09:17-07"
444,98,1,"2020-02-15 03:09:17-07"
445,99,1,"2020-02-15 03:09:17-07"
446,99,1,"2020-02-15 03:09:17-07"
447,99,1,"2020-02-15 03:09:17-07"
448,99,2,"2020-02-15 03:09:17-07"
449,99,2,"2020-02-15 03:09:17-07"
450,99,2,"2020-02-15 03:09:17-07"
451,100,1,"2020-02-15 03:09:17-07"
452,100,1,"2020-02-15 03:09:17-07"
453,100,1,"2020-02-15 03:09:17-07"
454,100,1,"2020-02-15 03:09:17-07"
455,100,2,"2020-02-15 03:09:17-07"
456,100,2,"2020-02-15 03:09:17-07"
457,101,1,"2020-02-15 03:09:17-07"
458,101,1,"2020-02-15 03:09:17-07"
459,101,1,"2020-02-15 03:09:17-07"
460,101,1,"2020-02-15 03:09:17-07"
461,101,2,"2020-02-15 03:09:17-07"
462,101,2,"2020-02-15 03:09:17-07"
463,102,2,"2020-02-15 03:09:17-07"
464,102,2,"2020-02-15 03:09:17-07"
465,103,1,"2020-02-15 03:09:17-07"
466,103,1,"2020-02-15 03:09:17-07"
467,103,1,"2020-02-15 03:09:17-07"
468,103,1,"2020-02-15 03:09:17-07"
469,103,2,"2020-02-15 03:09:17-07"
470,103,2,"2020-02-15 03:09:17-07"
471,103,2,"2020-02-15 03:09:17-07"
472,103,2,"2020-02-15 03:09:17-07"
473,104,2,"2020-02-15 03:09:17-07"
474,104,2,"2020-02-15 03:09:17-07"
475,104,2,"2020-02-15 03:09:17-07"
476,105,1,"2020-02-15 03:09:17-07"
477,105,1,"2020-02-15 03:09:17-07"
478,105,2,"2020-02-15 03:09:17-07"
479,105,2,"2020-02-15 03:09:17-07"
480,105,2,"2020-02-15 03:09:17-07"
481,106,1,"2020-02-15 03:09:17-07"
482,106,1,"2020-02-15 03:09:17-07"
483,107,2,"2020-02-15 03:09:17-07"
484,107,2,"2020-02-15 03:09:17-07"
485,109,1,"2020-02-15 03:09:17-07"
486,109,1,"2020-02-15 03:09:17-07"
487,109,1,"2020-02-15 03:09:17-07"
488,109,1,"2020-02-15 03:09:17-07"
489,109,2,"2020-02-15 03:09:17-07"
490,109,2,"2020-02-15 03:09:17-07"
491,109,2,"2020-02-15 03:09:17-07"
492,109,2,"2020-02-15 03:09:17-07"
493,110,1,"2020-02-15 03:09:17-07"
494,110,1,"2020-02-15 03:09:17-07"
495,110,1,"2020-02-15 03:09:17-07"
496,110,1,"2020-02-15 03:09:17-07"
497,111,2,"2020-02-15 03:09:17-07"
498,111,2,"2020-02-15 03:09:17-07"
499,111,2,"2020-02-15 03:09:17-07"
500,111,2,"2020-02-15 03:09:17-07"
501,112,1,"2020-02-15 03:09:17-07"
502,112,1,"2020-02-15 03:09:17-07"
503,112,1,"2020-02-15 03:09:17-07"
504,112,1,"2020-02-15 03:09:17-07"
505,112,2,"2020-02-15 03:09:17-07"
506,112,2,"2020-02-15 03:09:17-07"
507,112,2,"2020-02-15 03:09:17-07"
508,113,2,"2020-02-15 03:09:17-07"
509,113,2,"2020-02-15 03:09:17-07"
510,113,2,"2020-02-15 03:09:17-07"
511,113,2,"2020-02-15 03:09:17-07"
512,114,1,"2020-02-15 03:09:17-07"
513,114,1,"2020-02-15 03:09:17-07"
514,114,1,"2020-02-15 03:09:17-07"
515,114,1,"2020-02-15 03:09:17-07"
516,114,2,"2020-02-15 03:09:17-07"
517,114,2,"2020-02-15 03:09:17-07"
518,114,2,"2020-02-15 03:09:17-07"
519,115,1,"2020-02-15 03:09:17-07"
520,115,1,"2020-02-15 03:09:17-07"
521,115,1,"2020-02-15 03:09:17-07"
522,115,2,"2020-02-15 03:09:17-07"
523,115,2,"2020-02-15 03:09:17-07"
524,115,2,"2020-02-15 03:09:17-07"
525,115,2,"2020-02-15 03:09:17-07"
526,116,1,"2020-02-15 03:09:17-07"
527,116,1,"2020-02-15 03:09:17-07"
528,116,2,"2020-02-15 03:09:17-07"
529,116,2,"2020-02-15 03:09:17-07"
530,116,2,"2020-02-15 03:09:17-07"
531,116,2,"2020-02-15 03:09:17-07"
532,117,1,"2020-02-15 03:09:17-07"
533,117,1,"2020-02-15 03:09:17-07"
534,117,1,"2020-02-15 03:09:17-07"
535,117,1,"2020-02-15 03:09:17-07"
536,117,2,"2020-02-15 03:09:17-07"
537,117,2,"2020-02-15 03:09:17-07"
538,118,1,"2020-02-15 03:09:17-07"
539,118,1,"2020-02-15 03:09:17-07"
540,118,1,"2020-02-15 03:09:17-07"
541,118,1,"2020-02-15 03:09:17-07"
542,118,2,"2020-02-15 03:09:17-07"
543,118,2,"2020-02-15 03:09:17-07"
544,119,1,"2020-02-15 03:09:17-07"
545,119,1,"2020-02-15 03:09:17-07"
546,119,1,"2020-02-15 03:09:17-07"
547,119,2,"2020-02-15 03:09:17-07"
548,119,2,"2020-02-15 03:09:17-07"
549,119,2,"2020-02-15 03:09:17-07"
550,119,2,"2020-02-15 03:09:17-07"
551,120,1,"2020-02-15 03:09:17-07"
552,120,1,"2020-02-15 03:09:17-07"
553,120,1,"2020-02-15 03:09:17-07"
554,121,1,"2020-02-15 03:09:17-07"
555,121,1,"2020-02-15 03:09:17-07"
556,121,1,"2020-02-15 03:09:17-07"
557,121,2,"2020-02-15 03:09:17-07"
558,121,2,"2020-02-15 03:09:17-07"
559,121,2,"2020-02-15 03:09:17-07"
560,122,1,"2020-02-15 03:09:17-07"
561,122,1,"2020-02-15 03:09:17-07"
562,122,1,"2020-02-15 03:09:17-07"
563,122,1,"2020-02-15 03:09:17-07"
564,122,2,"2020-02-15 03:09:17-07"
565,122,2,"2020-02-15 03:09:17-07"
566,122,2,"2020-02-15 03:09:17-07"
567,123,1,"2020-02-15 03:09:17-07"
568,123,1,"2020-02-15 03:09:17-07"
569,123,2,"2020-02-15 03:09:17-07"
570,123,2,"2020-02-15 03:09:17-07"
571,123,2,"2020-02-15 03:09:17-07"
572,124,2,"2020-02-15 03:09:17-07"
573,124,2,"2020-02-15 03:09:17-07"
574,124,2,"2020-02-15 03:09:17-07"
575,125,2,"2020-02-15 03:09:17-07"
576,125,2,"2020-02-15 03:09:17-07"
577,126,2,"2020-02-15 03:09:17-07"
578,126,2,"2020-02-15 03:09:17-07"
579,126,2,"2020-02-15 03:09:17-07"
580,127,1,"2020-02-15 03:09:17-07"
581,127,1,"2020-02-15 03:09:17-07"
582,127,1,"2020-02-15 03:09:17-07"
583,127,1,"2020-02-15 03:09:17-07"
584,127,2,"2020-02-15 03:09:17-07"
585,127,2,"2020-02-15 03:09:17-07"
586,127,2,"2020-02-15 03:09:17-07"
587,127,2,"2020-02-15 03:09:17-07"
588,129,1,"2020-02-15 03:09:17-07"
589,129,1,"2020-02-15 03:09:17-07"
590,129,1,"2020-02-15 03:09:17-07"
591,129,2,"2020-02-15 03:09:17-07"
592,129,2,"2020-02-15 03:09:17-07"
593,129,2,"2020-02-15 03:09:17-07"
594,130,1,"2020-02-15 03:09:17-07"
595,130,1,"2020-02-15 03:09:17-07"
596,130,2,"2020-02-15 03:09:17-07"
597,130,2,"2020-02-15 03:09:17-07"
598,130,2,"2020-02-15 03:09:17-07"
599,130,2,"2020-02-15 03:09:17-07"
600,131,1,"2020-02-15 03:09:17-07"
601,131,1,"2020-02-15 03:09:17-07"
602,131,1,"2020-02-15 03:09:17-07"
603,131,1,"2020-02-15 03:09:17-07"
604,131,2,"2020-02-15 03:09:17-07"
605,131,2,"2020-02-15 03:09:17-07"
606,132,1,"2020-02-15 03:09:17-07"
